,date,hour,gb_price_eur
2043,2022-12-02,28,165.75
2044,2022-12-02,29,172.87
2045,2022-12-02,30,164.35
2046,2022-12-02,31,163.42
2047,2022-12-02,32,170.65
2048,2022-12-02,33,169.25
2049,2022-12-02,34,231.12
2050,2022-12-02,35,217.11
2051,2022-12-02,36,236.26
2052,2022-12-02,37,233.45
2053,2022-12-02,38,233.45
2054,2022-12-02,39,245.13
2055,2022-12-02,40,205.67
2056,2022-12-02,41,231.7
2057,2022-12-02,42,190.26
2058,2022-12-02,43,194.35
2059,2022-12-02,44,189.1
2060,2022-12-02,45,215.71
2061,2022-12-02,46,177.43
2062,2022-12-02,47,199.6
2063,2022-12-02,48,199.6
2064,2022-02-13,1,173.38
2065,2022-02-13,2,218.22
2066,2022-02-13,3,203.28
2067,2022-02-13,4,178.17
2068,2022-02-13,5,191.44
2069,2022-02-13,6,178.17
2070,2022-02-13,7,185.34
2071,2022-02-13,8,171.23
2072,2022-02-13,9,184.14
2073,2022-02-13,10,184.14
2074,2022-02-13,11,173.38
2075,2022-02-13,12,193.95
2076,2022-02-13,13,188.93
2077,2022-02-13,14,197.06
2078,2022-02-13,15,181.75
2079,2022-02-13,16,208.06
2080,2022-02-13,17,147.55
2081,2022-02-13,18,227.67
2082,2022-02-13,19,186.3
2083,2022-02-13,20,226.0
2084,2022-02-13,21,223.6
2085,2022-02-13,22,214.58
2086,2022-02-13,23,211.65
2087,2022-02-13,24,212.48
2088,2022-02-13,25,221.21
2089,2022-02-13,26,204.59
2090,2022-02-13,27,196.94
2091,2022-02-13,28,196.34
2092,2022-02-13,29,189.41
2093,2022-02-13,30,178.64
2094,2022-02-13,31,179.36
2095,2022-02-13,32,219.06
2096,2022-02-13,33,183.07
2097,2022-02-13,34,244.89
2098,2022-02-13,35,242.74
2099,2022-02-13,36,266.65
2100,2022-02-13,37,265.45
2101,2022-02-13,38,239.15
2102,2022-02-13,39,233.17
2103,2022-02-13,40,185.34
2104,2022-02-13,41,197.54
2105,2022-02-13,42,179.36
2106,2022-02-13,43,207.16
2107,2022-02-13,44,179.36
2108,2022-02-13,45,196.1
2109,2022-02-13,46,181.27
2110,2022-02-13,47,214.28
2111,2022-02-13,48,192.63
2112,2022-02-14,1,181.81
2113,2022-02-14,2,236.98
2114,2022-02-14,3,208.38
2115,2022-02-14,4,172.59
2116,2022-02-14,5,179.53
2117,2022-02-14,6,165.17
2118,2022-02-14,7,175.34
2119,2022-02-14,8,146.02
2120,2022-02-14,9,142.79
2121,2022-02-14,10,138.0
2122,2022-02-14,11,158.47
2123,2022-02-14,12,179.53
2124,2022-02-14,13,205.86
2125,2022-02-14,14,199.88
2126,2022-02-14,15,172.35
2127,2022-02-14,16,218.31
2128,2022-02-14,17,210.65
2129,2022-02-14,18,236.98
2130,2022-02-14,19,220.23
2131,2022-02-14,20,218.07
2132,2022-02-14,21,223.34
2133,2022-02-14,22,193.54
2134,2022-02-14,23,193.06
2135,2022-02-14,24,192.34
2136,2022-02-14,25,187.67
2137,2022-02-14,26,179.53
2138,2022-02-14,27,177.86
2139,2022-02-14,28,172.35
2140,2022-02-14,29,172.35
2141,2022-02-14,30,166.43
2142,2022-02-14,31,142.43
2143,2022-02-14,32,173.73
2144,2022-02-14,33,189.71
2145,2022-02-14,34,235.07
2146,2022-02-14,35,232.2
2147,2022-02-14,36,266.19
2148,2022-02-14,37,275.64
2149,2022-02-14,38,264.51
2150,2022-02-14,39,262.36
2151,2022-02-14,40,215.44
2152,2022-02-14,41,244.17
2153,2022-02-14,42,192.82
2154,2022-02-14,43,196.29
2155,2022-02-14,44,165.17
2156,2022-02-14,45,196.29
2157,2022-02-14,46,169.48
2158,2022-02-14,47,191.5
2159,2022-02-14,48,174.75
2160,2022-02-15,1,174.34
2161,2022-02-15,2,206.06
2162,2022-02-15,3,178.87
2163,2022-02-15,4,141.9
2164,2022-02-15,5,160.98
2165,2022-02-15,6,153.83
2166,2022-02-15,7,168.26
2167,2022-02-15,8,131.17
2168,2022-02-15,9,156.21
2169,2022-02-15,10,146.2
2170,2022-02-15,11,169.93
2171,2022-02-15,12,169.93
2172,2022-02-15,13,189.96
2173,2022-02-15,14,209.87
2174,2022-02-15,15,199.02
2175,2022-02-15,16,246.6
2176,2022-02-15,17,203.67
2177,2022-02-15,18,228.95
2178,2022-02-15,19,210.59
2179,2022-02-15,20,215.12
2180,2022-02-15,21,213.57
2181,2022-02-15,22,206.18
2182,2022-02-15,23,196.76
2183,2022-02-15,24,195.56
2184,2022-02-15,25,183.64
2185,2022-02-15,26,176.48
2186,2022-02-15,27,176.48
2187,2022-02-15,28,170.52
2188,2022-02-15,29,169.33
2189,2022-02-15,30,160.98
2190,2022-02-15,31,155.02
2191,2022-02-15,32,178.87
2192,2022-02-15,33,176.72
2193,2022-02-15,34,220.61
2194,2022-02-15,35,202.72
2195,2022-02-15,36,260.26
2196,2022-02-15,37,262.34
2197,2022-02-15,38,259.48
2198,2022-02-15,39,262.34
2199,2022-02-15,40,214.64
2200,2022-02-15,41,217.03
2201,2022-02-15,42,173.38
2202,2022-02-15,43,200.33
2203,2022-02-15,44,176.48
2204,2022-02-15,45,194.37
2205,2022-02-15,46,183.16
2206,2022-02-15,47,202.72
2207,2022-02-15,48,159.79
2208,2022-02-16,1,163.46
2209,2022-02-16,2,202.99
2210,2022-02-16,3,181.49
2211,2022-02-16,4,127.76
2212,2022-02-16,5,140.06
2213,2022-02-16,6,95.52
2214,2022-02-16,7,102.69
2215,2022-02-16,8,78.81
2216,2022-02-16,9,93.13
2217,2022-02-16,10,89.55
2218,2022-02-16,11,89.55
2219,2022-02-16,12,149.25
2220,2022-02-16,13,117.01
2221,2022-02-16,14,182.81
2222,2022-02-16,15,179.22
2223,2022-02-16,16,185.07
2224,2022-02-16,17,162.39
2225,2022-02-16,18,187.94
2226,2022-02-16,19,174.93
2227,2022-02-16,20,168.78
2228,2022-02-16,21,164.78
2229,2022-02-16,22,160.0
2230,2022-02-16,23,178.51
2231,2022-02-16,24,179.1
2232,2022-02-16,25,201.55
2233,2022-02-16,26,201.79
2234,2022-02-16,27,204.42
2235,2022-02-16,28,187.94
2236,2022-02-16,29,188.66
2237,2022-02-16,30,161.91
2238,2022-02-16,31,167.28
2239,2022-02-16,32,177.07
2240,2022-02-16,33,170.03
2241,2022-02-16,34,211.34
2242,2022-02-16,35,179.1
2243,2022-02-16,36,228.66
2244,2022-02-16,37,228.06
2245,2022-02-16,38,202.99
2246,2022-02-16,39,208.96
2247,2022-02-16,40,170.75
2248,2022-02-16,41,188.78
2249,2022-02-16,42,174.21
2250,2022-02-16,43,199.7
2251,2022-02-16,44,159.16
2252,2022-02-16,45,158.81
2253,2022-02-16,46,89.55
2254,2022-02-16,47,116.54
2255,2022-02-16,48,55.04
2256,2022-02-17,1,20.37
2257,2022-02-17,2,65.9
2258,2022-02-17,3,64.7
2259,2022-02-17,4,7.19
2260,2022-02-17,5,29.95
2261,2022-02-17,6,0.48
2262,2022-02-17,7,16.77
2263,2022-02-17,8,5.15
2264,2022-02-17,9,28.76
2265,2022-02-17,10,39.42
2266,2022-02-17,11,59.91
2267,2022-02-17,12,128.92
2268,2022-02-17,13,106.4
2269,2022-02-17,14,208.48
2270,2022-02-17,15,185.96
2271,2022-02-17,16,233.64
2272,2022-02-17,17,183.68
2273,2022-02-17,18,185.72
2274,2022-02-17,19,201.05
2275,2022-02-17,20,168.34
2276,2022-02-17,21,164.15
2277,2022-02-17,22,158.16
2278,2022-02-17,23,154.92
2279,2022-02-17,24,152.41
2280,2022-02-17,25,152.29
2281,2022-02-17,26,153.37
2282,2022-02-17,27,146.18
2283,2022-02-17,28,141.39
2284,2022-02-17,29,155.52
2285,2022-02-17,30,155.28
2286,2022-02-17,31,166.55
2287,2022-02-17,32,166.55
2288,2022-02-17,33,164.15
2289,2022-02-17,34,189.07
2290,2022-02-17,35,190.51
2291,2022-02-17,36,233.64
2292,2022-02-17,37,235.2
2293,2022-02-17,38,231.97
2294,2022-02-17,39,234.6
2295,2022-02-17,40,203.69
2296,2022-02-17,41,227.65
2297,2022-02-17,42,177.33
2298,2022-02-17,43,185.84
2299,2022-02-17,44,173.5
2300,2022-02-17,45,189.31
2301,2022-02-17,46,173.74
2302,2022-02-17,47,209.68
2303,2022-02-17,48,182.48
2304,2022-02-18,1,178.41
2305,2022-02-18,2,226.68
2306,2022-02-18,3,230.52
2307,2022-02-18,4,204.11
2308,2022-02-18,5,204.11
2309,2022-02-18,6,183.22
2310,2022-02-18,7,189.7
2311,2022-02-18,8,139.15
2312,2022-02-18,9,142.15
2313,2022-02-18,10,93.65
2314,2022-02-18,11,132.67
2315,2022-02-18,12,179.97
2316,2022-02-18,13,154.88
2317,2022-02-18,14,219.71
2318,2022-02-18,15,188.5
2319,2022-02-18,16,228.12
2320,2022-02-18,17,186.7
2321,2022-02-18,18,184.9
2322,2022-02-18,19,190.18
2323,2022-02-18,20,179.13
2324,2022-02-18,21,184.9
2325,2022-02-18,22,181.53
2326,2022-02-18,23,191.98
2327,2022-02-18,24,204.11
2328,2022-02-18,25,213.71
2329,2022-02-18,26,182.61
2330,2022-02-18,27,187.0
2331,2022-02-18,28,174.45
2332,2022-02-18,29,174.09
2333,2022-02-18,30,175.41
2334,2022-02-18,31,170.61
2335,2022-02-18,32,181.95
2336,2022-02-18,33,194.5
2337,2022-02-18,34,237.72
2338,2022-02-18,35,224.76
2339,2022-02-18,36,251.77
2340,2022-02-18,37,240.12
2341,2022-02-18,38,211.07
2342,2022-02-18,39,211.31
2343,2022-02-18,40,173.61
2344,2022-02-18,41,191.02
2345,2022-02-18,42,160.88
2346,2022-02-18,43,216.11
2347,2022-02-18,44,139.27
2348,2022-02-18,45,186.1
2349,2022-02-18,46,144.07
2350,2022-02-18,47,192.1
2351,2022-02-18,48,139.15
2352,2022-02-19,1,132.07
2353,2022-02-19,2,175.29
2354,2022-02-19,3,165.69
2355,2022-02-19,4,132.07
2356,2022-02-19,5,132.07
2357,2022-02-19,6,119.1
2358,2022-02-19,7,132.07
2359,2022-02-19,8,120.42
2360,2022-02-19,9,125.23
2361,2022-02-19,10,125.71
2362,2022-02-19,11,120.42
2363,2022-02-19,12,146.48
2364,2022-02-19,13,139.27
2365,2022-02-19,14,174.09
2366,2022-02-19,15,168.33
2367,2022-02-19,16,167.85
2368,2022-02-19,17,154.88
2369,2022-02-19,18,172.89
2370,2022-02-19,19,188.74
2371,2022-02-19,20,195.46
2372,2022-02-19,21,215.15
2373,2022-02-19,22,210.11
2374,2022-02-19,23,206.15
2375,2022-02-19,24,206.03
2376,2022-02-19,25,215.15
2377,2022-02-19,26,222.12
2378,2022-02-19,27,222.12
2379,2022-02-19,28,211.43
2380,2022-02-19,29,225.24
2381,2022-02-19,30,210.11
2382,2022-02-19,31,179.85
2383,2022-02-19,32,180.09
2384,2022-02-19,33,180.09
2385,2022-02-19,34,246.13
2386,2022-02-19,35,221.88
2387,2022-02-19,36,260.54
2388,2022-02-19,37,251.65
2389,2022-02-19,38,230.04
2390,2022-02-19,39,240.12
2391,2022-02-19,40,174.21
2392,2022-02-19,41,170.37
2393,2022-02-19,42,183.88
2394,2022-02-19,43,198.1
2395,2022-02-19,44,189.7
2396,2022-02-19,45,173.31
2397,2022-02-19,46,162.08
2398,2022-02-19,47,159.92
2399,2022-02-19,48,120.06
2400,2022-02-20,1,120.06
2401,2022-02-20,2,134.47
2402,2022-02-20,3,168.09
2403,2022-02-20,4,96.05
2404,2022-02-20,5,117.18
2405,2022-02-20,6,84.04
2406,2022-02-20,7,106.14
2407,2022-02-20,8,63.63
2408,2022-02-20,9,84.04
2409,2022-02-20,10,60.03
2410,2022-02-20,11,57.75
2411,2022-02-20,12,84.88
2412,2022-02-20,13,63.63
2413,2022-02-20,14,92.45
2414,2022-02-20,15,73.84
2415,2022-02-20,16,96.05
2416,2022-02-20,17,78.16
2417,2022-02-20,18,114.06
2418,2022-02-20,19,67.23
2419,2022-02-20,20,121.26
2420,2022-02-20,21,151.04
2421,2022-02-20,22,172.53
2422,2022-02-20,23,173.37
2423,2022-02-20,24,181.17
2424,2022-02-20,25,193.3
2425,2022-02-20,26,190.18
2426,2022-02-20,27,204.11
2427,2022-02-20,28,199.18
2428,2022-02-20,29,212.51
2429,2022-02-20,30,212.51
2430,2022-02-20,31,181.29
2431,2022-02-20,32,206.51
2432,2022-02-20,33,180.09
2433,2022-02-20,34,241.33
2434,2022-02-20,35,230.52
2435,2022-02-20,36,267.5
2436,2022-02-20,37,266.54
2437,2022-02-20,38,240.91
2438,2022-02-20,39,240.12
2439,2022-02-20,40,208.91
2440,2022-02-20,41,186.82
2441,2022-02-20,42,156.56
2442,2022-02-20,43,194.5
2443,2022-02-20,44,88.85
2444,2022-02-20,45,150.14
2445,2022-02-20,46,42.02
2446,2022-02-20,47,164.49
2447,2022-02-20,48,69.64
2448,2022-02-21,1,84.2
2449,2022-02-21,2,141.45
2450,2022-02-21,3,110.66
2451,2022-02-21,4,84.2
2452,2022-02-21,5,76.98
2453,2022-02-21,6,61.46
2454,2022-02-21,7,85.4
2455,2022-02-21,8,36.08
2456,2022-02-21,9,69.76
2457,2022-02-21,10,60.14
2458,2022-02-21,11,77.82
2459,2022-02-21,12,148.3
2460,2022-02-21,13,159.97
2461,2022-02-21,14,203.27
2462,2022-02-21,15,132.31
2463,2022-02-21,16,219.51
2464,2022-02-21,17,198.94
2465,2022-02-21,18,240.56
2466,2022-02-21,19,231.78
2467,2022-02-21,20,213.01
2468,2022-02-21,21,214.1
2469,2022-02-21,22,180.42
2470,2022-02-21,23,180.42
2471,2022-02-21,24,168.39
2472,2022-02-21,25,186.43
2473,2022-02-21,26,170.8
2474,2022-02-21,27,182.58
2475,2022-02-21,28,161.17
2476,2022-02-21,29,168.39
2477,2022-02-21,30,180.42
2478,2022-02-21,31,165.99
2479,2022-02-21,32,180.42
2480,2022-02-21,33,172.0
2481,2022-02-21,34,214.94
2482,2022-02-21,35,216.5
2483,2022-02-21,36,271.35
2484,2022-02-21,37,330.77
2485,2022-02-21,38,309.36
2486,2022-02-21,39,300.1
2487,2022-02-21,40,247.77
2488,2022-02-21,41,263.41
2489,2022-02-21,42,204.47
2490,2022-02-21,43,254.03
2491,2022-02-21,44,204.47
2492,2022-02-21,45,204.47
2493,2022-02-21,46,181.62
2494,2022-02-21,47,222.52
2495,2022-02-21,48,186.43
2496,2022-02-22,1,179.92
2497,2022-02-22,2,186.52
2498,2022-02-22,3,190.72
2499,2022-02-22,4,190.96
2500,2022-02-22,5,176.32
2501,2022-02-22,6,126.06
2502,2022-02-22,7,184.72
2503,2022-02-22,8,127.02
2504,2022-02-22,9,149.93
2505,2022-02-22,10,126.54
2506,2022-02-22,11,129.42
2507,2022-02-22,12,167.93
2508,2022-02-22,13,179.92
2509,2022-02-22,14,210.15
2510,2022-02-22,15,183.4
2511,2022-02-22,16,241.57
2512,2022-02-22,17,208.71
2513,2022-02-22,18,236.06
2514,2022-02-22,19,227.9
2515,2022-02-22,20,221.9
2516,2022-02-22,21,217.7
2517,2022-02-22,22,197.91
2518,2022-02-22,23,181.72
2519,2022-02-22,24,181.0
2520,2022-02-22,25,186.58
2521,2022-02-22,26,177.52
2522,2022-02-22,27,184.72
2523,2022-02-22,28,152.45
2524,2022-02-22,29,162.95
2525,2022-02-22,30,164.69
2526,2022-02-22,31,165.53
2527,2022-02-22,32,167.93
2528,2022-02-22,33,164.09
2529,2022-02-22,34,193.12
2530,2022-02-22,35,206.43
2531,2022-02-22,36,239.89
2532,2022-02-22,37,239.89
2533,2022-02-22,38,220.31
2534,2022-02-22,39,246.4
2535,2022-02-22,40,181.48
2536,2022-02-22,41,221.54
2537,2022-02-22,42,168.61
2538,2022-02-22,43,197.91
2539,2022-02-22,44,179.92
2540,2022-02-22,45,207.51
2541,2022-02-22,46,165.77
2542,2022-02-22,47,179.92
2543,2022-02-22,48,137.7
2544,2022-02-23,1,137.82
2545,2022-02-23,2,170.06
2546,2022-02-23,3,157.24
2547,2022-02-23,4,124.88
2548,2022-02-23,5,146.21
2549,2022-02-23,6,142.38
2550,2022-02-23,7,165.63
2551,2022-02-23,8,143.82
2552,2022-02-23,9,168.98
2553,2022-02-23,10,157.24
2554,2022-02-23,11,155.14
2555,2022-02-23,12,179.77
2556,2022-02-23,13,204.94
2557,2022-02-23,14,215.48
2558,2022-02-23,15,209.73
2559,2022-02-23,16,250.24
2560,2022-02-23,17,219.8
2561,2022-02-23,18,230.35
2562,2022-02-23,19,208.65
2563,2022-02-23,20,195.83
2564,2022-02-23,21,198.35
2565,2022-02-23,22,187.92
2566,2022-02-23,23,177.01
2567,2022-02-23,24,178.57
2568,2022-02-23,25,179.77
2569,2022-02-23,26,175.93
2570,2022-02-23,27,170.18
2571,2022-02-23,28,164.79
2572,2022-02-23,29,166.59
2573,2022-02-23,30,167.79
2574,2022-02-23,31,178.93
2575,2022-02-23,32,189.29
2576,2022-02-23,33,203.74
2577,2022-02-23,34,209.73
2578,2022-02-23,35,225.31
2579,2022-02-23,36,272.41
2580,2022-02-23,37,257.31
2581,2022-02-23,38,242.57
2582,2022-02-23,39,250.48
2583,2022-02-23,40,188.88
2584,2022-02-23,41,197.75
2585,2022-02-23,42,168.38
2586,2022-02-23,43,200.14
2587,2022-02-23,44,183.37
2588,2022-02-23,45,203.74
2589,2022-02-23,46,155.8
2590,2022-02-23,47,167.79
2591,2022-02-23,48,143.82
2592,2022-02-24,1,149.48
2593,2022-02-24,2,168.36
2594,2022-02-24,3,168.36
2595,2022-02-24,4,154.14
2596,2022-02-24,5,149.36
2597,2022-02-24,6,144.34
2598,2022-02-24,7,149.36
2599,2022-02-24,8,130.0
2600,2022-02-24,9,141.47
2601,2022-02-24,10,141.47
2602,2022-02-24,11,143.39
2603,2022-02-24,12,167.28
2604,2022-02-24,13,165.97
2605,2022-02-24,14,217.23
2606,2022-02-24,15,191.54
2607,2022-02-24,16,244.95
2608,2022-02-24,17,256.18
2609,2022-02-24,18,273.75
2610,2022-02-24,19,248.89
2611,2022-02-24,20,238.98
2612,2022-02-24,21,209.11
2613,2022-02-24,22,194.77
2614,2022-02-24,23,194.77
2615,2022-02-24,24,201.64
2616,2022-02-24,25,207.91
2617,2022-02-24,26,194.29
2618,2022-02-24,27,203.13
2619,2022-02-24,28,177.44
2620,2022-02-24,29,170.27
2621,2022-02-24,30,169.2
2622,2022-02-24,31,179.47
2623,2022-02-24,32,190.94
2624,2022-02-24,33,200.86
2625,2022-02-24,34,216.04
2626,2022-02-24,35,223.44
2627,2022-02-24,36,275.3
2628,2022-02-24,37,278.53
2629,2022-02-24,38,268.85
2630,2022-02-24,39,259.59
2631,2022-02-24,40,231.45
2632,2022-02-24,41,216.1
2633,2022-02-24,42,200.74
2634,2022-02-24,43,213.88
2635,2022-02-24,44,198.23
2636,2022-02-24,45,200.62
2637,2022-02-24,46,144.58
2638,2022-02-24,47,238.98
2639,2022-02-24,48,191.18
2640,2022-02-25,1,190.68
2641,2022-02-25,2,230.86
2642,2022-02-25,3,230.98
2643,2022-02-25,4,175.46
2644,2022-02-25,5,182.24
2645,2022-02-25,6,161.67
2646,2022-02-25,7,156.92
2647,2022-02-25,8,135.52
2648,2022-02-25,9,175.94
2649,2022-02-25,10,175.94
2650,2022-02-25,11,222.3
2651,2022-02-25,12,225.87
2652,2022-02-25,13,273.42
2653,2022-02-25,14,300.88
2654,2022-02-25,15,311.46
2655,2022-02-25,16,379.46
2656,2022-02-25,17,356.63
2657,2022-02-25,18,378.39
2658,2022-02-25,19,330.3
2659,2022-02-25,20,297.19
2660,2022-02-25,21,312.17
2661,2022-02-25,22,255.71
2662,2022-02-25,23,301.95
2663,2022-02-25,24,316.21
2664,2022-02-25,25,302.19
2665,2022-02-25,26,293.39
2666,2022-02-25,27,301.95
2667,2022-02-25,28,276.03
2668,2022-02-25,29,287.33
2669,2022-02-25,30,260.46
2670,2022-02-25,31,274.85
2671,2022-02-25,32,271.04
2672,2022-02-25,33,268.66
2673,2022-02-25,34,401.33
2674,2022-02-25,35,339.4
2675,2022-02-25,36,548.03
2676,2022-02-25,37,561.7
2677,2022-02-25,38,414.88
2678,2022-02-25,39,504.28
2679,2022-02-25,40,326.91
2680,2022-02-25,41,356.63
2681,2022-02-25,42,281.98
2682,2022-02-25,43,301.95
2683,2022-02-25,44,281.62
2684,2022-02-25,45,280.08
2685,2022-02-25,46,245.36
2686,2022-02-25,47,268.19
2687,2022-02-25,48,250.83
2688,2022-02-26,1,254.87
2689,2022-02-26,2,273.42
2690,2022-02-26,3,273.42
2691,2022-02-26,4,227.53
2692,2022-02-26,5,238.94
2693,2022-02-26,6,184.26
2694,2022-02-26,7,262.49
2695,2022-02-26,8,191.51
2696,2022-02-26,9,244.89
2697,2022-02-26,10,192.58
2698,2022-02-26,11,240.39
2699,2022-02-26,12,273.42
2700,2022-02-26,13,224.66
2701,2022-02-26,14,273.42
2702,2022-02-26,15,192.58
2703,2022-02-26,16,235.02
2704,2022-02-26,17,210.41
2705,2022-02-26,18,231.81
2706,2022-02-26,19,213.98
2707,2022-02-26,20,215.88
2708,2022-02-26,21,194.96
2709,2022-02-26,22,180.69
2710,2022-02-26,23,179.03
2711,2022-02-26,24,178.32
2712,2022-02-26,25,172.73
2713,2022-02-26,26,167.62
2714,2022-02-26,27,175.94
2715,2022-02-26,28,163.58
2716,2022-02-26,29,167.38
2717,2022-02-26,30,175.82
2718,2022-02-26,31,154.54
2719,2022-02-26,32,170.0
2720,2022-02-26,33,175.94
2721,2022-02-26,34,254.4
2722,2022-02-26,35,223.73
2723,2022-02-26,36,299.22
2724,2022-02-26,37,274.43
2725,2022-02-26,38,257.61
2726,2022-02-26,39,255.59
2727,2022-02-26,40,188.66
2728,2022-02-26,41,216.36
2729,2022-02-26,42,178.32
2730,2022-02-26,43,202.09
2731,2022-02-26,44,163.58
2732,2022-02-26,45,206.85
2733,2022-02-26,46,142.65
2734,2022-02-26,47,204.47
2735,2022-02-26,48,140.28
2736,2022-02-27,1,144.44
2737,2022-02-27,2,176.53
2738,2022-02-27,3,178.91
2739,2022-02-27,4,135.76
2740,2022-02-27,5,156.56
2741,2022-02-27,6,130.77
2742,2022-02-27,7,177.13
2743,2022-02-27,8,138.02
2744,2022-02-27,9,177.13
2745,2022-02-27,10,168.81
2746,2022-02-27,11,171.18
2747,2022-02-27,12,187.23
2748,2022-02-27,13,181.88
2749,2022-02-27,14,196.15
2750,2022-02-27,15,206.85
2751,2022-02-27,16,216.36
2752,2022-02-27,17,201.5
2753,2022-02-27,18,225.87
2754,2022-02-27,19,199.93
2755,2022-02-27,20,217.78
2756,2022-02-27,21,225.87
2757,2022-02-27,22,223.49
2758,2022-02-27,23,215.29
2759,2022-02-27,24,213.98
2760,2022-02-27,25,213.98
2761,2022-02-27,26,216.36
2762,2022-02-27,27,219.81
2763,2022-02-27,28,213.98
2764,2022-02-27,29,191.39
2765,2022-02-27,30,202.09
2766,2022-02-27,31,183.07
2767,2022-02-27,32,160.49
2768,2022-02-27,33,155.49
2769,2022-02-27,34,246.31
2770,2022-02-27,35,244.65
2771,2022-02-27,36,297.19
2772,2022-02-27,37,319.19
2773,2022-02-27,38,262.13
2774,2022-02-27,39,297.19
2775,2022-02-27,40,249.29
2776,2022-02-27,41,253.21
2777,2022-02-27,42,211.6
2778,2022-02-27,43,236.57
2779,2022-02-27,44,184.26
2780,2022-02-27,45,244.41
2781,2022-02-27,46,128.09
2782,2022-02-27,47,178.32
2783,2022-02-27,48,114.12
2784,2022-02-28,1,150.68
2785,2022-02-28,2,169.82
2786,2022-02-28,3,226.14
2787,2022-02-28,4,166.71
2788,2022-02-28,5,193.49
2789,2022-02-28,6,172.69
2790,2022-02-28,7,202.82
2791,2022-02-28,8,173.28
2792,2022-02-28,9,181.89
2793,2022-02-28,10,178.78
2794,2022-02-28,11,232.0
2795,2022-02-28,12,275.05
2796,2022-02-28,13,248.74
2797,2022-02-28,14,248.74
2798,2022-02-28,15,223.27
2799,2022-02-28,16,294.19
2800,2022-02-28,17,240.01
2801,2022-02-28,18,272.54
2802,2022-02-28,19,241.57
2803,2022-02-28,20,249.34
2804,2022-02-28,21,222.43
2805,2022-02-28,22,218.85
2806,2022-02-28,23,221.24
2807,2022-02-28,24,241.57
2808,2022-02-28,25,246.35
2809,2022-02-28,26,242.88
2810,2022-02-28,27,258.07
2811,2022-02-28,28,241.33
2812,2022-02-28,29,253.17
2813,2022-02-28,30,208.44
2814,2022-02-28,31,235.35
2815,2022-02-28,32,275.05
2816,2022-02-28,33,251.14
2817,2022-02-28,34,298.97
2818,2022-02-28,35,270.87
2819,2022-02-28,36,326.48
2820,2022-02-28,37,358.77
2821,2022-02-28,38,336.04
2822,2022-02-28,39,334.85
2823,2022-02-28,40,287.01
2824,2022-02-28,41,298.97
2825,2022-02-28,42,239.18
2826,2022-02-28,43,261.78
2827,2022-02-28,44,196.13
2828,2022-02-28,45,257.0
2829,2022-02-28,46,142.07
2830,2022-02-28,47,227.7
2831,2022-02-28,48,220.04
2832,2022-01-03,1,226.65
2833,2022-01-03,2,232.61
2834,2022-01-03,3,226.65
2835,2022-01-03,4,226.65
2836,2022-01-03,5,226.65
2837,2022-01-03,6,223.07
2838,2022-01-03,7,226.65
2839,2022-01-03,8,226.65
2840,2022-01-03,9,223.07
2841,2022-01-03,10,219.61
2842,2022-01-03,11,229.03
2843,2022-01-03,12,250.51
2844,2022-01-03,13,239.53
2845,2022-01-03,14,261.48
2846,2022-01-03,15,246.93
2847,2022-01-03,16,328.04
2848,2022-01-03,17,290.59
2849,2022-01-03,18,308.24
2850,2022-01-03,19,280.33
2851,2022-01-03,20,243.59
2852,2022-01-03,21,239.77
2853,2022-01-03,22,223.67
2854,2022-01-03,23,250.51
2855,2022-01-03,24,253.85
2856,2022-01-03,25,250.51
2857,2022-01-03,26,250.51
2858,2022-01-03,27,250.51
2859,2022-01-03,28,238.58
2860,2022-01-03,29,268.4
2861,2022-01-03,30,240.96
2862,2022-01-03,31,245.74
2863,2022-01-03,32,312.78
2864,2022-01-03,33,268.64
2865,2022-01-03,34,357.87
2866,2022-01-03,35,322.08
2867,2022-01-03,36,393.65
2868,2022-01-03,37,412.26
2869,2022-01-03,38,360.73
2870,2022-01-03,39,377.91
2871,2022-01-03,40,263.99
2872,2022-01-03,41,337.59
2873,2022-01-03,42,243.23
2874,2022-01-03,43,274.36
2875,2022-01-03,44,244.78
2876,2022-01-03,45,257.66
2877,2022-01-03,46,219.49
2878,2022-01-03,47,256.47
2879,2022-01-03,48,228.44
2880,2022-02-03,1,225.79
2881,2022-02-03,2,249.55
2882,2022-02-03,3,233.39
2883,2022-02-03,4,222.46
2884,2022-02-03,5,226.98
2885,2022-02-03,6,221.51
2886,2022-02-03,7,231.73
2887,2022-02-03,8,221.03
2888,2022-02-03,9,243.32
2889,2022-02-03,10,226.98
2890,2022-02-03,11,243.37
2891,2022-02-03,12,261.44
2892,2022-02-03,13,261.44
2893,2022-02-03,14,283.78
2894,2022-02-03,15,275.7
2895,2022-02-03,16,348.07
2896,2022-02-03,17,287.58
2897,2022-02-03,18,308.97
2898,2022-02-03,19,274.15
2899,2022-02-03,20,263.7
2900,2022-02-03,21,282.83
2901,2022-02-03,22,262.03
2902,2022-02-03,23,278.07
2903,2022-02-03,24,287.58
2904,2022-02-03,25,293.76
2905,2022-02-03,26,268.57
2906,2022-02-03,27,287.58
2907,2022-02-03,28,255.61
2908,2022-02-03,29,280.45
2909,2022-02-03,30,249.55
2910,2022-02-03,31,261.44
2911,2022-02-03,32,301.84
2912,2022-02-03,33,283.66
2913,2022-02-03,34,330.12
2914,2022-02-03,35,296.49
2915,2022-02-03,36,338.68
2916,2022-02-03,37,355.67
